REF_DATE,AIRPORTS,WEIGHT_IN_KG,VALUE,YEAR,GEO
2022-04-01,"Sioux Lookout, Ontario","70,001 to 90,000 kilograms",3,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Smithers, British Columbia","2,000 kilograms and under",250,2022,British Columbia
2022-04-01,"Smithers, British Columbia","2,001 to 4,000 kilograms",73,2022,British Columbia
2022-04-01,"Smithers, British Columbia","4,001 to 5,670 kilograms",28,2022,British Columbia
2022-04-01,"Smithers, British Columbia","5,671 to 9,000 kilograms",69,2022,British Columbia
2022-04-01,"Smithers, British Columbia","9,001 to 18,000 kilograms",36,2022,British Columbia
2022-04-01,"Smithers, British Columbia","18,001 to 35,000 kilograms",76,2022,British Columbia
2022-04-01,"Smithers, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Smithers, British Columbia","70,001 to 90,000 kilograms",8,2022,British Columbia
2022-04-01,"Smithers, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Smithers, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"St. Catharines, Ontario","2,000 kilograms and under",1218,2022,Ontario
2022-04-01,"St. Catharines, Ontario","2,001 to 4,000 kilograms",66,2022,Ontario
2022-04-01,"St. Catharines, Ontario","4,001 to 5,670 kilograms",55,2022,Ontario
2022-04-01,"St. Catharines, Ontario","5,671 to 9,000 kilograms",5,2022,Ontario
2022-04-01,"St. Catharines, Ontario","9,001 to 18,000 kilograms",2,2022,Ontario
2022-04-01,"St. Catharines, Ontario","18,001 to 35,000 kilograms",NA,2022,Ontario
2022-04-01,"St. Catharines, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-04-01,"St. Catharines, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-04-01,"St. Catharines, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"St. Catharines, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"St. John's International, Newfoundland and Labrador","2,000 kilograms and under",37,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","2,001 to 4,000 kilograms",25,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","4,001 to 5,670 kilograms",165,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","5,671 to 9,000 kilograms",302,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","9,001 to 18,000 kilograms",407,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","18,001 to 35,000 kilograms",772,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","35,001 to 70,000 kilograms",322,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","70,001 to 90,000 kilograms",98,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2022,Newfoundland and Labrador
2022-04-01,"St. John's International, Newfoundland and Labrador","136,001 kilograms and over",56,2022,Newfoundland and Labrador
2022-04-01,"St-Jean, Quebec","2,000 kilograms and under",620,2022,Quebec
2022-04-01,"St-Jean, Quebec","2,001 to 4,000 kilograms",20,2022,Quebec
2022-04-01,"St-Jean, Quebec","4,001 to 5,670 kilograms",4,2022,Quebec
2022-04-01,"St-Jean, Quebec","5,671 to 9,000 kilograms",2,2022,Quebec
2022-04-01,"St-Jean, Quebec","9,001 to 18,000 kilograms",NA,2022,Quebec
2022-04-01,"St-Jean, Quebec","18,001 to 35,000 kilograms",NA,2022,Quebec
2022-04-01,"St-Jean, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-04-01,"St-Jean, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"St-Jean, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"St-Jean, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Sudbury, Ontario","2,000 kilograms and under",223,2022,Ontario
2022-04-01,"Sudbury, Ontario","2,001 to 4,000 kilograms",363,2022,Ontario
2022-04-01,"Sudbury, Ontario","4,001 to 5,670 kilograms",819,2022,Ontario
2022-04-01,"Sudbury, Ontario","5,671 to 9,000 kilograms",200,2022,Ontario
2022-04-01,"Sudbury, Ontario","9,001 to 18,000 kilograms",28,2022,Ontario
2022-04-01,"Sudbury, Ontario","18,001 to 35,000 kilograms",205,2022,Ontario
2022-04-01,"Sudbury, Ontario","35,001 to 70,000 kilograms",6,2022,Ontario
2022-04-01,"Sudbury, Ontario","70,001 to 90,000 kilograms",8,2022,Ontario
2022-04-01,"Sudbury, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Sudbury, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Terrace, British Columbia","2,000 kilograms and under",229,2022,British Columbia
2022-04-01,"Terrace, British Columbia","2,001 to 4,000 kilograms",149,2022,British Columbia
2022-04-01,"Terrace, British Columbia","4,001 to 5,670 kilograms",115,2022,British Columbia
2022-04-01,"Terrace, British Columbia","5,671 to 9,000 kilograms",182,2022,British Columbia
2022-04-01,"Terrace, British Columbia","9,001 to 18,000 kilograms",4,2022,British Columbia
2022-04-01,"Terrace, British Columbia","18,001 to 35,000 kilograms",382,2022,British Columbia
2022-04-01,"Terrace, British Columbia","35,001 to 70,000 kilograms",128,2022,British Columbia
2022-04-01,"Terrace, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Terrace, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Terrace, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Thompson, Manitoba","2,000 kilograms and under",193,2022,Manitoba
2022-04-01,"Thompson, Manitoba","2,001 to 4,000 kilograms",207,2022,Manitoba
2022-04-01,"Thompson, Manitoba","4,001 to 5,670 kilograms",1063,2022,Manitoba
2022-04-01,"Thompson, Manitoba","5,671 to 9,000 kilograms",38,2022,Manitoba
2022-04-01,"Thompson, Manitoba","9,001 to 18,000 kilograms",208,2022,Manitoba
2022-04-01,"Thompson, Manitoba","18,001 to 35,000 kilograms",591,2022,Manitoba
2022-04-01,"Thompson, Manitoba","35,001 to 70,000 kilograms",NA,2022,Manitoba
2022-04-01,"Thompson, Manitoba","70,001 to 90,000 kilograms",NA,2022,Manitoba
2022-04-01,"Thompson, Manitoba","90,001 to 136,000 kilograms",NA,2022,Manitoba
2022-04-01,"Thompson, Manitoba","136,001 kilograms and over",NA,2022,Manitoba
2022-04-01,"Thunder Bay, Ontario","2,000 kilograms and under",839,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","2,001 to 4,000 kilograms",158,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","4,001 to 5,670 kilograms",2513,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","5,671 to 9,000 kilograms",217,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","9,001 to 18,000 kilograms",163,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","18,001 to 35,000 kilograms",561,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","35,001 to 70,000 kilograms",218,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","70,001 to 90,000 kilograms",19,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Thunder Bay, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Timmins, Ontario","2,000 kilograms and under",73,2022,Ontario
2022-04-01,"Timmins, Ontario","2,001 to 4,000 kilograms",166,2022,Ontario
2022-04-01,"Timmins, Ontario","4,001 to 5,670 kilograms",538,2022,Ontario
2022-04-01,"Timmins, Ontario","5,671 to 9,000 kilograms",12,2022,Ontario
2022-04-01,"Timmins, Ontario","9,001 to 18,000 kilograms",82,2022,Ontario
2022-04-01,"Timmins, Ontario","18,001 to 35,000 kilograms",312,2022,Ontario
2022-04-01,"Timmins, Ontario","35,001 to 70,000 kilograms",2,2022,Ontario
2022-04-01,"Timmins, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-04-01,"Timmins, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Timmins, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","2,000 kilograms and under",2272,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","2,001 to 4,000 kilograms",117,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","4,001 to 5,670 kilograms",347,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","5,671 to 9,000 kilograms",291,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","9,001 to 18,000 kilograms",6,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","18,001 to 35,000 kilograms",2416,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Toronto/Billy Bishop Toronto City, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","2,000 kilograms and under",8,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","2,001 to 4,000 kilograms",173,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","4,001 to 5,670 kilograms",341,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","5,671 to 9,000 kilograms",596,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","9,001 to 18,000 kilograms",990,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","18,001 to 35,000 kilograms",3985,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","35,001 to 70,000 kilograms",10619,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","70,001 to 90,000 kilograms",5397,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","90,001 to 136,000 kilograms",329,2022,Ontario
2022-04-01,"Toronto/Lester B. Pearson International, Ontario","136,001 kilograms and over",3838,2022,Ontario
2022-04-01,"Val-d'Or, Quebec","2,000 kilograms and under",182,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","2,001 to 4,000 kilograms",47,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","4,001 to 5,670 kilograms",190,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","5,671 to 9,000 kilograms",30,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","9,001 to 18,000 kilograms",288,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","18,001 to 35,000 kilograms",54,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","35,001 to 70,000 kilograms",230,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Val-d'Or, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Vancouver Harbour, British Columbia","2,000 kilograms and under",36,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","2,001 to 4,000 kilograms",2499,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","4,001 to 5,670 kilograms",1128,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","5,671 to 9,000 kilograms",8,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","9,001 to 18,000 kilograms",6,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Vancouver Harbour, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","2,000 kilograms and under",154,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","2,001 to 4,000 kilograms",2847,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","4,001 to 5,670 kilograms",740,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","5,671 to 9,000 kilograms",2036,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","9,001 to 18,000 kilograms",873,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","18,001 to 35,000 kilograms",3992,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","35,001 to 70,000 kilograms",3748,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","70,001 to 90,000 kilograms",2928,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","90,001 to 136,000 kilograms",195,2022,British Columbia
2022-04-01,"Vancouver International, British Columbia","136,001 kilograms and over",2136,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","2,000 kilograms and under",8,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","2,001 to 4,000 kilograms",989,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","4,001 to 5,670 kilograms",777,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","5,671 to 9,000 kilograms",6,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","9,001 to 18,000 kilograms",14,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Victoria Harbour, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","2,000 kilograms and under",2190,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","2,001 to 4,000 kilograms",558,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","4,001 to 5,670 kilograms",174,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","5,671 to 9,000 kilograms",443,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","9,001 to 18,000 kilograms",199,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","18,001 to 35,000 kilograms",1243,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","35,001 to 70,000 kilograms",240,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","70,001 to 90,000 kilograms",84,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Victoria International, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Wabush, Newfoundland and Labrador","2,000 kilograms and under",76,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","2,001 to 4,000 kilograms",20,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","4,001 to 5,670 kilograms",92,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","5,671 to 9,000 kilograms",154,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","9,001 to 18,000 kilograms",30,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","18,001 to 35,000 kilograms",255,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","35,001 to 70,000 kilograms",46,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","70,001 to 90,000 kilograms",NA,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2022,Newfoundland and Labrador
2022-04-01,"Wabush, Newfoundland and Labrador","136,001 kilograms and over",NA,2022,Newfoundland and Labrador
2022-04-01,"Whitecourt, Alberta","2,000 kilograms and under",462,2022,Alberta
2022-04-01,"Whitecourt, Alberta","2,001 to 4,000 kilograms",11,2022,Alberta
2022-04-01,"Whitecourt, Alberta","4,001 to 5,670 kilograms",21,2022,Alberta
2022-04-01,"Whitecourt, Alberta","5,671 to 9,000 kilograms",33,2022,Alberta
2022-04-01,"Whitecourt, Alberta","9,001 to 18,000 kilograms",2,2022,Alberta
2022-04-01,"Whitecourt, Alberta","18,001 to 35,000 kilograms",2,2022,Alberta
2022-04-01,"Whitecourt, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-04-01,"Whitecourt, Alberta","70,001 to 90,000 kilograms",2,2022,Alberta
2022-04-01,"Whitecourt, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-04-01,"Whitecourt, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","2,000 kilograms and under",896,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","2,001 to 4,000 kilograms",109,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","4,001 to 5,670 kilograms",61,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","5,671 to 9,000 kilograms",130,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","9,001 to 18,000 kilograms",7,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","18,001 to 35,000 kilograms",154,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","35,001 to 70,000 kilograms",312,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","70,001 to 90,000 kilograms",NA,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","90,001 to 136,000 kilograms",NA,2022,Yukon
2022-04-01,"Whitehorse/Erik Nielsen International, Yukon","136,001 kilograms and over",NA,2022,Yukon
2022-04-01,"Williams Lake, British Columbia","2,000 kilograms and under",133,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","2,001 to 4,000 kilograms",20,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","4,001 to 5,670 kilograms",26,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","5,671 to 9,000 kilograms",138,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","9,001 to 18,000 kilograms",37,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","35,001 to 70,000 kilograms",3,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Williams Lake, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
